term,term_study_count,atlas,region,activation_density_mean_z,activation_density_peak_z,voxel_count,is_vmPFC_acc_seed,term_columns,pooled_seed_activation_density_mean_z,seed_scaled_activation_density,activation_density_rank_within_term,seed_scaled_activation_density_rank_within_term
threat,228,harvard_oxford_cortical,"Middle Temporal Gyrus, posterior division",0.2221375295195249,3.2118844985961914,2525,False,terms_abstract_tfidf__threat,2.4951846645384195,0.5542741570755689,56.0,56.0
threat,228,harvard_oxford_cortical,"Middle Temporal Gyrus, temporooccipital part",0.834233081269407,3.6990067958831787,2004,False,terms_abstract_tfidf__threat,2.4951846645384195,2.081565591034057,30.0,30.0
threat,228,harvard_oxford_cortical,"Inferior Temporal Gyrus, anterior division",0.0,0.0,647,False,terms_abstract_tfidf__threat,2.4951846645384195,0.0,63.0,63.0
threat,228,harvard_oxford_cortical,"Inferior Temporal Gyrus, posterior division",0.016241965775141143,1.9341514110565186,1942,False,terms_abstract_tfidf__threat,2.4951846645384195,0.040526703924090045,62.0,62.0
threat,228,harvard_oxford_cortical,"Inferior Temporal Gyrus, temporooccipital part",0.8875286638736725,5.762709140777588,1470,False,terms_abstract_tfidf__threat,2.4951846645384195,2.214547911435861,26.0,26.0
threat,228,harvard_oxford_cortical,Postcentral Gyrus,0.025938066734275237,1.6664888858795166,6895,False,terms_abstract_tfidf__threat,2.4951846645384195,0.0647202663431377,61.0,61.0
threat,228,harvard_oxford_cortical,Superior Parietal Lobule,0.2546263412358508,2.7118890285491943,2908,False,terms_abstract_tfidf__threat,2.4951846645384195,0.6353397418392216,54.0,54.0
threat,228,harvard_oxford_cortical,"Supramarginal Gyrus, anterior division",0.4666276883791563,3.4569664001464844,1742,False,terms_abstract_tfidf__threat,2.4951846645384195,1.1643222520926833,46.0,46.0
threat,228,harvard_oxford_cortical,"Supramarginal Gyrus, posterior division",0.8389295865445604,4.17457914352417,2259,False,terms_abstract_tfidf__threat,2.4951846645384195,2.0932842389735438,28.0,28.0
threat,228,harvard_oxford_cortical,Angular Gyrus,1.0278255593336287,4.639710426330566,2409,False,terms_abstract_tfidf__threat,2.4951846645384195,2.564614573469894,23.0,23.0
threat,228,harvard_oxford_cortical,"Lateral Occipital Cortex, superior division",0.35831538839005705,3.6990067958831787,9779,False,terms_abstract_tfidf__threat,2.4951846645384195,0.894063062178998,53.0,53.0
threat,228,harvard_oxford_cortical,"Lateral Occipital Cortex, inferior division",1.1585587470535545,6.19788932800293,4089,False,terms_abstract_tfidf__threat,2.4951846645384195,2.8908180186148753,22.0,22.0
threat,228,harvard_oxford_cortical,Intracalcarine Cortex,0.7549865863137718,3.2118844985961914,1401,False,terms_abstract_tfidf__threat,2.4951846645384195,1.883830952102335,35.0,35.0
threat,228,harvard_oxford_cortical,Frontal Medial Cortex,1.9004440509149285,5.762709140777588,976,True,terms_abstract_tfidf__threat,2.4951846645384195,4.741958851656201,,
