"uid","treatment","normalized_cell_count","Abducens nucleus","Accessory olfactory bulb, glomerular layer","Accessory olfactory bulb, mitral layer","Agranular insular area, dorsal part","Agranular insular area, posterior part","Agranular insular area, ventral part","alveus","Anterior amygdalar area","Anterior cingulate area, dorsal part","Anterior cingulate area, ventral part","Anterior pretectal nucleus","Anterodorsal nucleus","Anterolateral visual area","Anteromedial nucleus","Anteromedial visual area","Anteroventral nucleus of thalamus","arbor vitae","Basolateral amygdalar nucleus, anterior part","Basomedial amygdalar nucleus, posterior part","Caudoputamen","Central lateral nucleus of the thalamus","cerebal peduncle","cerebral aqueduct","choroid plexus","cingulum bundle","Claustrum","corpus callosum, posterior forceps","corpus callosum, splenium","crossed tectospinal pathway","Cuneiform nucleus","Dentate gyrus","Dentate nucleus","Diagonal band nucleus","Dorsal auditory area","Dorsal cochlear nucleus","dorsal fornix","dorsal hippocampal commissure","dorsal limb","Dorsal tegmental nucleus","Ectorhinal area/Layer 5","Ectorhinal area/Layer 6a","Entorhinal area","external medullary lamina of the thalamus","Facial motor nucleus","Fastigial nucleus","Fields of Forel","fimbria","Frontal pole, layer 1","Frontal pole, layer 2/3","genu of corpus callosum","Gigantocellular reticular nucleus","Globus pallidus, external segment","Globus pallidus, internal segment","Gustatory areas, layer 5","Gustatory areas, layer 6a","Induseum griseum","Inferior colliculus, central nucleus","Inferior colliculus, dorsal nucleus","Inferior colliculus, external nucleus","Infralimbic area, layer 1","Infralimbic area, layer 2/3","Infralimbic area, layer 5","Infralimbic area, layer 6a","Infralimbic area, layer 6b","Intermediate reticular nucleus","internal capsule","Interposed nucleus","Lateral dorsal nucleus of thalamus","Lateral habenula","Lateral hypothalamic area","lateral lemniscus","Lateral posterior nucleus of the thalamus","Lateral preoptic area","Lateral septal nucleus, caudal (caudodorsal) part","Lateral septal nucleus, rostral (rostroventral) part","Lateral septal nucleus, ventral part","Lateral vestibular nucleus","Laterodorsal tegmental nucleus","Magnocellular reticular nucleus","Medial geniculate complex","medial lemniscus","medial longitudinal fascicle","Medial preoptic area","Medial septal nucleus","Medial vestibular nucleus","middle cerebellar peduncle","Nucleus accumbens","Nucleus incertus","Nucleus of the brachium of the inferior colliculus","Nucleus of the trapezoid body","Nucleus prepositus","Nucleus raphe magnus","Nucleus raphe pontis","optic tract","Orbital area, lateral part","Orbital area, medial part","Orbital area, ventrolateral part","Parafascicular nucleus","Paragigantocellular reticular nucleus, dorsal part","Paragigantocellular reticular nucleus, lateral part","Parastrial nucleus","Paraventricular nucleus of the thalamus","Parvicellular reticular nucleus","Perirhinal area, layer 2/3","Pontine central gray","Pontine gray","Pontine reticular nucleus","Pontine reticular nucleus, caudal part","Posterior complex of the thalamus","posteromedial visual area","Prelimbic area, layer 1","Prelimbic area, layer 2/3","Prelimbic area, layer 5","Prelimbic area, layer 6a","Prelimbic area, layer 6b","Primary auditory area","Primary motor area","Primary somatosensory area","Primary visual area","pyramid","Red nucleus","Reticular nucleus of the thalamus","Retrosplenial area, dorsal part","Retrosplenial area, lateral agranular part","Retrosplenial area, ventral part","Secondary motor area","Septofimbrial nucleus","Spinal nucleus of the trigeminal, interpolar part","spinal tract of the trigeminal nerve","Spinal vestibular nucleus","stria medullaris","Sublaterodorsal nucleus","Submedial nucleus of the thalamus","Substantia innominata","Substantia nigra, reticular part","Superior colliculus, superficial gray layer","Superior olivary complex, medial part","Superior olivary complex, periolivary region","Supplemental somatosensory area","Supragenual nucleus","Tegmental reticular nucleus","Temporal association areas, layer 5","Temporal association areas, layer 6a","third ventricle","trapezoid body","Ventral anterior-lateral complex of the thalamus","Ventral auditory area","Ventral medial nucleus of the thalamus","Ventral posterior complex of the thalamus","ventral spinocerebellar tract","Visceral area, layer 5","Visceral area, layer 6a"
"CAGE4467197 ANIMAL02 CORTEXPERIMENTAL","ChronicCORT",0.0094228504122497,0,0,0,-2.02581770325201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.02581770325201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL02 CORTEXPERIMENTAL","ChronicCORT",0.016489988221437,0,0,0,0,0,0,0,0,0,-1.78277965456571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL02 CORTEXPERIMENTAL","ChronicCORT",0.0200235571260306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.69845876886568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL02 CORTEXPERIMENTAL","ChronicCORT",0.0235571260306243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.62787769457997,0,0,0,-1.62787769457997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL02 CORTEXPERIMENTAL","ChronicCORT",0.0270906949352179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.56717985422636,-1.56717985422636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL02 CORTEXPERIMENTAL","ChronicCORT",0.032979976442874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.48174965890173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL02 CORTEXPERIMENTAL","ChronicCORT",0.106007067137809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.974665180804628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL02 CORTEXPERIMENTAL","ChronicCORT",0.110718492343934,0,0,0,0,0,0,0,0,-0.955779836644254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL02 CORTEXPERIMENTAL","ChronicCORT",0.113074204946996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.946636457204384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL02 CORTEXPERIMENTAL","ChronicCORT",0.392226148409894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.406463456737633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.00150943396226415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.82118588260885,0,0,0,0,0,0,0,-2.82118588260885,0,0,0,-2.82118588260885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.82118588260885,0,0,0,0,0,0,0,0,0,-2.82118588260885,-2.82118588260885,0,0,0,0,0,0,0,0,0,0,-2.82118588260885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.82118588260885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.82118588260885,0,0,-2.82118588260885,0,0,0,0,0,0,0,-2.82118588260885,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.00226415094339623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.64509462355316,-2.64509462355316,-2.64509462355316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.64509462355316,0,0,0,0,0,0,0,0,-2.64509462355316,0,0,0,-2.64509462355316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.64509462355316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.64509462355316,0,0,0,0,0,0,0,0,0,0,0,-2.64509462355316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.64509462355316,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.0030188679245283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52015588694486,0,0,0,0,0,0,0,-2.52015588694486,-2.52015588694486,0,0,-2.52015588694486,0,0,0,0,0,0,-2.52015588694486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52015588694486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52015588694486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.52015588694486,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.00377358490566038,-2.42324587393681,0,0,0,0,0,0,0,0,0,-2.42324587393681,0,0,0,0,0,0,0,0,0,0,0,0,-2.42324587393681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.42324587393681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.00452830188679245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.34406462788918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.34406462788918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.00528301886792453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.27711783825857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.27711783825857,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.00679245283018868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1679733688335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1679733688335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.1679733688335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.00905660377358491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.0430346322252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.0113207547169811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.94612461921715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.94612461921715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.94612461921715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.0120754716981132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.9180958956169,0,0,0,0,0,0,0,0,0,0,-1.9180958956169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.0128301886792453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.89176695689455,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.0150943396226415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.82118588260885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.0166037735849057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.77979319745062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.0173584905660377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.76048804225523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.0211320754716981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.67505784693061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.0218867924528302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.65981788037387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.0256603773584906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.59073696123057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.0271698113207547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.56591337750554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.0286792452830189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.54243228165602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.0309433962264151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.50943202155309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.0339622641509434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.46900336449748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAGE4467197 ANIMAL04 CORTEXPERIMENTAL","ChronicCORT",0.0369811320754717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.43201979824431,0,0,0,0,0,0,0
