logit,true_label
-3.676443233552398,0
-3.524532958170246,0
3.879200013163741,1
1.851841439657343,1
4.2612069506222845,1
4.264423280742751,1
4.165404743557557,1
-3.611412239952156,0
-2.9540354152585917,0
-3.502597888230303,0
-4.076908720105443,0
-3.310834968348464,0
-3.7411962836498844,0
-3.0786626315225543,0
4.091293552182746,1
4.120986248994086,1
3.714790945725696,1
